Location,Area,BHK,Floor,Balconies,Property Age,Parking,Near Market,Main Road,Furnishing,Price
Scheme No. 94,2511,3,3,3,16,Yes,No,No,Semi-Furnished,130.93
Annapurna Road,1337,2,2,1,22,Yes,No,No,Semi-Furnished,65.92
Vaishali Nagar,3461,4,3,2,44,No,No,No,Semi-Furnished,173.72
Super Corridor,3897,5,0,0,22,No,No,Yes,Non-Furnished,369.91
Ring Road,2892,3,2,4,3,Yes,No,No,Non-Furnished,163.34
Pipliyahana,1033,2,2,3,25,Yes,Yes,Yes,Semi-Furnished,58.84
Palasia,2862,3,3,1,39,Yes,No,No,Semi-Furnished,165.67
LIG Colony,985,2,4,4,3,No,No,No,Furnished,60.35
Ujjain Road,1235,2,1,0,36,Yes,No,No,Furnished,37.75
CAT Road,1521,3,1,4,5,No,Yes,Yes,Semi-Furnished,75.61
Limbodi,4153,4,2,2,9,No,No,No,Semi-Furnished,181.87
CAT Road,2772,3,3,3,45,No,No,No,Furnished,96.51
Scheme No. 140,4605,4,3,2,35,Yes,Yes,Yes,Non-Furnished,230.66
Ujjain Road,4431,4,4,2,8,Yes,No,No,Semi-Furnished,176.95
Rajendra Nagar,4641,4,2,0,18,No,No,No,Furnished,201.81
AB Road,4495,4,4,1,12,No,No,No,Semi-Furnished,291.65
Mahu Naka,4572,4,4,4,18,No,Yes,Yes,Furnished,250.46
Gandhi Nagar,2803,3,3,0,28,No,Yes,Yes,Furnished,126.2
Silicon City,2739,3,1,1,38,Yes,Yes,Yes,Non-Furnished,71.85
Chandan Nagar,4957,4,4,1,26,No,No,No,Semi-Furnished,170.68
LIG Colony,2170,3,1,4,10,Yes,Yes,Yes,Non-Furnished,123.88
Ujjain Road,2270,3,4,1,30,No,Yes,Yes,Semi-Furnished,74.58
Khajrana,3126,4,3,3,30,Yes,Yes,Yes,Semi-Furnished,109.89
Navlakha,4810,4,1,1,23,Yes,Yes,Yes,Furnished,253.04
Bengali Square,3880,5,3,1,27,Yes,No,Yes,Furnished,402.81
AB Road,588,1,4,4,45,No,Yes,Yes,Non-Furnished,27.39
MR-10,924,2,2,2,31,Yes,Yes,Yes,Furnished,54.53
Bhawarkuan,2883,3,4,2,45,No,No,No,Semi-Furnished,107.53
Bengali Square,4590,5,0,3,39,Yes,Yes,No,Non-Furnished,390.62
Rajendra Nagar,1288,2,3,2,36,Yes,No,No,Semi-Furnished,46.16
Pardesipura,3830,4,2,0,3,No,No,No,Non-Furnished,182.04
Chandan Nagar,4021,4,4,4,38,No,Yes,Yes,Non-Furnished,118.96
Bengali Square,1253,2,1,3,42,Yes,No,Yes,Furnished,97.74
Palasia,2964,3,1,3,9,No,Yes,Yes,Non-Furnished,210.52
Mahalaxmi Nagar,357,1,3,4,36,Yes,Yes,No,Furnished,28.6
Limbodi,1231,2,3,4,6,No,Yes,Yes,Non-Furnished,54.74
Nipania,1668,3,2,2,12,Yes,No,No,Semi-Furnished,151.65
Gandhi Nagar,814,2,2,2,31,Yes,Yes,Yes,Semi-Furnished,35.05
Indore Bypass,910,2,2,0,25,Yes,Yes,Yes,Furnished,48.66
Scheme No. 94,2375,3,1,2,5,Yes,Yes,Yes,Non-Furnished,131.88
Navlakha,2917,3,4,0,5,Yes,Yes,Yes,Furnished,182.54
Scheme No. 94,2525,3,4,1,18,No,Yes,Yes,Semi-Furnished,131.85
Rau,1215,2,4,4,15,Yes,No,No,Furnished,82.62
Sudama Nagar,2770,3,2,1,41,No,No,No,Furnished,99.21
Annapurna Road,3014,4,4,1,7,No,No,No,Furnished,173.06
Bengali Square,1022,2,4,1,10,Yes,No,No,Furnished,104.77
Mhow Road,1540,3,1,3,23,Yes,No,No,Semi-Furnished,58.64
Ujjain Road,566,1,1,2,33,Yes,Yes,Yes,Non-Furnished,17.43
Pipliyahana,1409,2,2,3,22,Yes,Yes,Yes,Semi-Furnished,81.55
Tilak Nagar,3015,4,2,3,42,Yes,Yes,Yes,Furnished,150.41
Indore Bypass,1248,2,4,3,25,Yes,No,No,Furnished,65.01
Vaishali Nagar,1724,3,2,1,6,Yes,No,No,Semi-Furnished,117.88
Silicon City,1915,3,2,0,2,No,No,No,Furnished,79.17
Silicon City,1665,3,1,1,15,No,Yes,Yes,Furnished,61.93
Scheme No. 54,4624,5,3,3,40,Yes,No,No,Furnished,482.8
Dhar Road,3643,4,2,3,36,No,Yes,Yes,Non-Furnished,108.46
CAT Road,4432,4,1,2,2,No,Yes,Yes,Non-Furnished,214.57
Nipania,1477,3,1,1,42,No,Yes,Yes,Furnished,101.31
Scheme No. 54,2106,3,0,4,36,Yes,Yes,No,Furnished,206.04
Lokmanya Nagar,2617,3,2,1,37,Yes,Yes,Yes,Furnished,114.26
Ujjain Road,1375,2,1,0,27,Yes,No,No,Semi-Furnished,44.87
Scheme No. 140,4774,4,1,1,40,Yes,Yes,Yes,Non-Furnished,223.85
Khajrana,3064,4,2,1,33,Yes,No,No,Semi-Furnished,99.96
Scheme No. 94,1544,3,3,2,3,Yes,Yes,Yes,Semi-Furnished,93.12
Rau,3846,5,2,3,4,No,No,No,Non-Furnished,259.15
LIG Colony,1960,3,1,1,38,No,Yes,Yes,Furnished,101.61
Vijay Nagar,3539,5,1,4,12,Yes,Yes,Yes,Furnished,369.43
Rau,3770,5,0,0,32,Yes,Yes,No,Non-Furnished,194.28
Super Corridor,1860,3,2,1,20,Yes,No,No,Furnished,186.42
Vijay Nagar,2121,4,2,4,19,No,No,No,Furnished,237.87
Bengali Square,3654,5,0,3,39,Yes,No,No,Semi-Furnished,296.69
AB Road,1042,2,2,2,27,Yes,No,No,Semi-Furnished,60.48
Scheme No. 94,2439,3,2,3,2,Yes,No,No,Furnished,148.37
Mahalaxmi Nagar,1881,3,3,2,15,Yes,No,Yes,Furnished,190.32
Pipliyahana,2985,3,4,4,15,No,Yes,Yes,Non-Furnished,172.63
Khajrana,1414,2,2,4,19,No,No,No,Semi-Furnished,53.29
Ujjain Road,2030,3,4,1,26,Yes,No,No,Semi-Furnished,68.22
Scheme No. 140,2898,3,4,4,17,No,No,No,Non-Furnished,164.42
Mahu Naka,2460,3,1,2,26,No,No,No,Semi-Furnished,115.64
Lokmanya Nagar,4068,4,2,4,27,No,No,No,Semi-Furnished,176.93
Lokmanya Nagar,3075,4,2,3,15,No,No,No,Furnished,150.83
Silicon City,595,1,2,2,12,No,No,No,Non-Furnished,20.49
Chandan Nagar,517,1,1,4,13,No,Yes,Yes,Non-Furnished,19.68
AB Road,835,2,3,1,16,No,No,No,Non-Furnished,49.31
LIG Colony,2600,3,2,3,41,No,Yes,Yes,Furnished,133.11
AB Road,2850,3,2,4,23,Yes,Yes,Yes,Semi-Furnished,173.23
Saket Nagar,4598,4,2,2,11,Yes,No,No,Furnished,272.81
Scheme No. 94,974,2,1,0,32,Yes,Yes,Yes,Furnished,46.42
Scheme No. 54,4597,5,2,2,6,Yes,Yes,Yes,Semi-Furnished,457.82
Sudama Nagar,3717,4,3,3,11,No,No,No,Non-Furnished,166.78
Gandhi Nagar,4532,4,2,0,5,Yes,Yes,Yes,Furnished,244.41
Nipania,4439,5,4,2,33,No,Yes,No,Semi-Furnished,404.31
Vaishali Nagar,3922,4,2,4,20,No,Yes,Yes,Semi-Furnished,246.36
Palasia,3091,4,3,1,3,Yes,No,No,Non-Furnished,228.57
AB Road,3342,4,1,3,25,Yes,No,No,Furnished,197.13
Mahu Naka,2112,3,1,1,45,No,No,No,Non-Furnished,83.36
Annapurna Road,1577,3,3,1,41,Yes,No,No,Non-Furnished,61.69
Rau,1891,3,1,4,41,Yes,No,No,Furnished,120.7
Indore Bypass,1651,3,1,0,41,No,Yes,Yes,Furnished,74.72
Mahalaxmi Nagar,4930,5,1,1,27,Yes,No,No,Furnished,480.29
Indore Bypass,2774,3,4,1,4,No,Yes,Yes,Furnished,170.76
Ring Road,4590,4,1,4,22,Yes,Yes,Yes,Semi-Furnished,240.51
Mahu Naka,1321,2,3,3,35,Yes,No,No,Furnished,62.84
Tilak Nagar,4500,4,2,3,20,Yes,Yes,Yes,Non-Furnished,253.27
Mahalaxmi Nagar,452,1,0,4,29,Yes,Yes,Yes,Semi-Furnished,43.7
Saket Nagar,868,2,4,0,42,Yes,No,No,Furnished,40.75
Khandwa Road,1541,3,4,4,42,No,No,No,Non-Furnished,51.17
Khandwa Road,2880,3,4,4,27,No,Yes,Yes,Non-Furnished,114.61
Khajrana,4893,4,2,2,1,No,Yes,Yes,Furnished,233.84
Chandan Nagar,4106,4,4,1,5,Yes,Yes,Yes,Furnished,188.49
Pardesipura,1335,2,4,3,20,Yes,No,No,Semi-Furnished,58.96
Rau-Pithampur Road,3541,4,2,3,44,Yes,Yes,Yes,Furnished,108.83
Pardesipura,2789,3,4,4,44,Yes,Yes,Yes,Furnished,101.33
Khajrana,3380,4,3,3,42,Yes,Yes,Yes,Furnished,106.29
Super Corridor,1312,3,1,4,21,No,No,Yes,Semi-Furnished,115.68
Dhar Road,629,1,1,1,28,No,No,No,Non-Furnished,19.8
Navlakha,993,2,1,4,30,No,Yes,Yes,Semi-Furnished,46.94
Limbodi,3502,4,4,1,41,Yes,No,No,Non-Furnished,108.93
Rau,2259,4,3,4,3,Yes,No,No,Semi-Furnished,159.5
CAT Road,4755,4,1,2,31,Yes,Yes,Yes,Furnished,196.75
Tilak Nagar,3281,4,1,3,18,No,No,No,Semi-Furnished,187.83
MR-10,623,1,1,0,26,No,No,No,Semi-Furnished,34.22
Mahu Naka,3345,4,3,0,27,No,No,No,Furnished,164.77
Limbodi,4649,4,4,4,38,No,No,No,Non-Furnished,148.51
Bengali Square,2795,4,0,1,2,No,No,Yes,Non-Furnished,261.77
Nipania,4126,5,4,2,45,Yes,Yes,No,Semi-Furnished,369.83
Rajendra Nagar,3074,4,2,3,43,No,No,No,Furnished,102.44
Palasia,4380,4,4,0,32,Yes,No,No,Furnished,280.4
Mahu Naka,694,1,2,1,45,Yes,No,No,Non-Furnished,28.68
Silicon City,4689,4,1,3,41,Yes,No,No,Semi-Furnished,119.87
Khajrana,3084,4,4,1,26,No,Yes,Yes,Furnished,117.48
Khajrana,1075,2,3,4,3,No,No,No,Furnished,49.29
Palasia,3831,4,1,0,34,No,Yes,Yes,Furnished,240.25
CAT Road,2598,3,1,1,21,No,No,No,Non-Furnished,103.64
Khandwa Road,3712,4,4,0,8,Yes,Yes,Yes,Semi-Furnished,182.69
Khajrana,2156,3,4,0,2,No,Yes,Yes,Non-Furnished,95.16
Dhar Road,2598,3,1,1,21,No,No,No,Non-Furnished,88.14
Sudama Nagar,3699,4,2,2,12,Yes,Yes,Yes,Furnished,184.6
Super Corridor,4464,5,4,2,41,Yes,No,Yes,Furnished,478.24
Scheme No. 140,4728,4,4,4,1,Yes,No,No,Furnished,330.66
Bengali Square,2582,4,0,4,43,No,No,No,Semi-Furnished,232.63
Saket Nagar,1408,2,3,4,12,No,Yes,Yes,Non-Furnished,79.11
MR-10,2171,3,1,1,5,Yes,Yes,Yes,Non-Furnished,139.16
Scheme No. 94,3958,4,4,3,39,Yes,No,No,Semi-Furnished,163.4
Gandhi Nagar,3526,4,3,0,35,No,Yes,Yes,Furnished,149.08
Lokmanya Nagar,1866,3,4,3,31,No,No,No,Furnished,82.93
Rau,991,2,4,3,20,Yes,No,No,Furnished,71.11
Tilak Nagar,752,1,2,1,6,No,Yes,Yes,Furnished,50.43
Rau-Pithampur Road,3773,4,2,3,2,Yes,Yes,Yes,Furnished,178.38
Khandwa Road,3124,4,3,1,19,Yes,No,No,Furnished,140.45
Scheme No. 54,2580,4,4,0,12,Yes,No,Yes,Furnished,317.28
Navlakha,3165,4,3,2,3,No,No,No,Furnished,188.72
Saket Nagar,1866,3,3,2,12,Yes,No,No,Semi-Furnished,108.38
Ujjain Road,4050,4,2,1,34,No,No,No,Non-Furnished,114.32
Mhow Road,1511,3,3,1,25,Yes,Yes,Yes,Furnished,61.54
Super Corridor,3547,5,2,1,29,Yes,No,Yes,Semi-Furnished,386.51
Saket Nagar,4180,4,3,1,29,Yes,Yes,Yes,Non-Furnished,204.98
Scheme No. 54,1486,3,0,0,10,Yes,Yes,No,Semi-Furnished,160.55
Saket Nagar,1928,3,2,0,23,No,No,No,Furnished,102.96
Scheme No. 54,4533,5,1,2,36,No,No,No,Non-Furnished,425.51
Saket Nagar,1447,2,4,2,28,No,No,No,Semi-Furnished,72.78
Mahalaxmi Nagar,4758,5,4,2,27,No,Yes,No,Semi-Furnished,443.64
Ring Road,3831,4,2,0,28,No,No,No,Non-Furnished,175.57
Super Corridor,4677,5,3,2,19,Yes,No,Yes,Furnished,507.77
LIG Colony,1064,2,4,4,7,No,No,No,Furnished,63.86
Indore Bypass,2318,3,2,4,43,Yes,No,No,Non-Furnished,92.94
Mhow Road,3507,4,1,0,20,No,Yes,Yes,Non-Furnished,133.55
Vijay Nagar,2407,4,4,4,2,Yes,Yes,Yes,Unfurnished,266.69
Gandhi Nagar,2264,3,4,1,26,No,No,No,Non-Furnished,91.86
Khajrana,2936,3,4,1,35,Yes,No,No,Semi-Furnished,95.0
Navlakha,1165,2,4,0,17,No,Yes,Yes,Semi-Furnished,63.22
LIG Colony,4277,4,4,1,10,Yes,No,No,Furnished,254.15
Ring Road,1772,3,4,1,18,No,Yes,Yes,Furnished,100.67
Khandwa Road,1248,2,4,1,20,Yes,Yes,Yes,Non-Furnished,53.8
Vaishali Nagar,3308,4,2,3,12,Yes,Yes,Yes,Semi-Furnished,222.51
Navlakha,2602,3,4,0,27,No,Yes,Yes,Non-Furnished,123.68
Silicon City,3000,4,1,3,31,Yes,Yes,Yes,Semi-Furnished,90.49
Indore Bypass,3569,4,1,0,42,No,No,No,Non-Furnished,141.41
Nipania,2387,4,4,3,13,No,Yes,Yes,Semi-Furnished,173.51
MR-10,2722,3,4,0,21,No,Yes,Yes,Furnished,170.17
Scheme No. 54,2547,4,4,0,16,Yes,No,No,Non-Furnished,287.39
Gandhi Nagar,2360,3,3,3,44,Yes,Yes,Yes,Non-Furnished,84.52
MR-10,2130,3,1,4,21,No,Yes,Yes,Non-Furnished,119.74
Sudama Nagar,2494,3,3,3,44,No,Yes,Yes,Non-Furnished,81.94
CAT Road,722,1,4,4,11,Yes,No,No,Non-Furnished,33.21
Dhar Road,597,1,3,4,18,No,Yes,Yes,Semi-Furnished,22.75
Indore Bypass,4324,4,3,3,19,No,Yes,Yes,Non-Furnished,218.68
Rau-Pithampur Road,3831,4,2,0,28,No,No,No,Non-Furnished,125.73
Ring Road,4021,4,4,4,38,No,Yes,Yes,Non-Furnished,177.08
Rau-Pithampur Road,1656,3,4,4,34,Yes,Yes,Yes,Furnished,58.53
AB Road,2123,3,4,3,34,Yes,No,No,Semi-Furnished,115.01
CAT Road,1591,3,1,2,42,No,Yes,Yes,Semi-Furnished,56.29
Ring Road,4682,4,3,4,26,No,No,No,Furnished,239.37
Rajendra Nagar,4329,4,2,3,4,Yes,Yes,Yes,Semi-Furnished,214.04
Super Corridor,2669,4,0,0,8,Yes,Yes,Yes,Furnished,249.84
Rajendra Nagar,2238,3,1,0,12,Yes,No,No,Semi-Furnished,99.41
Bengali Square,4479,5,1,0,10,Yes,No,Yes,Non-Furnished,391.49
Annapurna Road,3429,4,1,4,10,Yes,Yes,Yes,Furnished,195.3
Pipliyahana,4249,4,1,1,8,Yes,Yes,Yes,Non-Furnished,254.2
Rajendra Nagar,1983,3,3,4,31,Yes,Yes,Yes,Furnished,79.94
Rau,1133,2,3,4,24,Yes,Yes,No,Semi-Furnished,63.69
Dhar Road,1521,3,1,4,5,No,Yes,Yes,Semi-Furnished,64.66
Nipania,876,2,0,4,11,Yes,Yes,No,Semi-Furnished,83.86
Ring Road,4524,4,4,2,29,No,No,No,Semi-Furnished,219.94
CAT Road,1372,2,3,0,9,Yes,No,No,Non-Furnished,62.64
Pipliyahana,690,1,2,1,31,Yes,Yes,Yes,Semi-Furnished,37.95
Scheme No. 54,5000,5,2,3,1,No,No,No,Furnished,519.55
AB Road,510,1,3,1,43,No,No,No,Furnished,25.26
Khajrana,4995,4,2,3,34,No,No,No,Furnished,165.85
Pardesipura,2245,3,2,4,40,No,No,No,Semi-Furnished,77.7
Pipliyahana,1506,3,3,0,41,Yes,Yes,Yes,Non-Furnished,70.94
Palasia,2858,3,1,2,35,No,Yes,Yes,Furnished,177.59
Ring Road,3426,4,3,0,41,No,No,No,Furnished,152.67
Scheme No. 54,637,1,0,1,18,Yes,Yes,Yes,Non-Furnished,64.59
Gandhi Nagar,658,1,3,0,41,Yes,Yes,Yes,Semi-Furnished,26.17
Mahu Naka,2646,3,3,4,5,Yes,No,No,Semi-Furnished,144.82
Lokmanya Nagar,2667,3,4,4,24,Yes,Yes,Yes,Semi-Furnished,125.13
Vaishali Nagar,3167,4,3,4,29,No,No,No,Non-Furnished,171.68
Annapurna Road,3099,4,2,2,8,No,Yes,Yes,Non-Furnished,165.17
CAT Road,2917,3,3,1,33,No,Yes,Yes,Furnished,119.3
Mahalaxmi Nagar,4950,5,4,0,5,Yes,Yes,No,Non-Furnished,445.47
Sudama Nagar,4306,4,4,1,40,Yes,Yes,Yes,Furnished,163.82
Palasia,3416,4,3,1,18,No,No,No,Non-Furnished,222.13
Gandhi Nagar,2918,3,2,1,16,No,Yes,Yes,Semi-Furnished,138.37
LIG Colony,1665,3,1,1,15,No,Yes,Yes,Furnished,98.57
Khandwa Road,1011,2,1,1,30,No,Yes,Yes,Furnished,41.77
Super Corridor,868,2,4,0,1,No,Yes,Yes,Furnished,91.91
Silicon City,2963,3,2,4,20,No,No,No,Non-Furnished,93.78
LIG Colony,1915,3,2,0,2,No,No,No,Furnished,116.41
Rau-Pithampur Road,1838,3,1,3,7,Yes,Yes,Yes,Semi-Furnished,79.77
Ring Road,3589,4,1,3,26,No,No,No,Furnished,180.55
Rau-Pithampur Road,2964,3,4,2,9,Yes,Yes,Yes,Semi-Furnished,128.31
Nipania,4533,5,4,3,18,Yes,Yes,Yes,Semi-Furnished,355.28
Dhar Road,4146,4,3,1,4,Yes,Yes,Yes,Semi-Furnished,181.14
Dhar Road,1161,2,3,1,9,No,Yes,Yes,Non-Furnished,46.32
LIG Colony,2339,3,3,2,33,No,Yes,Yes,Non-Furnished,117.57
Limbodi,1520,3,3,4,44,Yes,Yes,Yes,Semi-Furnished,49.72
Rau-Pithampur Road,931,2,1,3,18,Yes,Yes,Yes,Furnished,38.55
Limbodi,1528,3,1,2,1,Yes,No,No,Non-Furnished,68.38
Bengali Square,682,1,1,1,23,No,Yes,Yes,Furnished,60.05
Navlakha,2282,3,2,0,37,Yes,Yes,Yes,Non-Furnished,98.25
Pardesipura,3112,4,2,4,37,No,Yes,Yes,Furnished,120.28
Rau-Pithampur Road,1067,2,3,2,40,Yes,No,No,Furnished,34.16
Chandan Nagar,3426,4,3,0,41,No,No,No,Furnished,102.45
Rajendra Nagar,4285,4,3,0,42,Yes,No,No,Semi-Furnished,141.35
Scheme No. 140,1770,3,4,1,41,Yes,Yes,Yes,Furnished,92.52
Ujjain Road,3982,4,4,1,34,Yes,No,No,Semi-Furnished,121.39
Mahalaxmi Nagar,1722,3,2,1,41,No,Yes,No,Semi-Furnished,159.96
Scheme No. 140,3101,4,4,1,11,No,Yes,Yes,Non-Furnished,190.05
Palasia,3379,4,1,3,39,No,Yes,Yes,Semi-Furnished,196.03
Bhawarkuan,776,1,2,1,7,No,Yes,Yes,Semi-Furnished,42.57
Scheme No. 54,4847,5,3,1,20,Yes,No,No,Furnished,534.28
Nipania,785,2,1,0,36,No,Yes,Yes,Furnished,58.14
MR-10,4043,4,2,0,41,Yes,Yes,Yes,Non-Furnished,196.67
Pardesipura,2039,3,2,3,18,No,No,No,Furnished,92.33
Annapurna Road,4837,4,2,1,6,Yes,Yes,Yes,Furnished,285.81
Rau,2484,4,1,0,8,No,No,Yes,Semi-Furnished,180.95
Sudama Nagar,3335,4,4,1,11,Yes,No,No,Furnished,165.91
Tilak Nagar,1929,3,4,2,6,Yes,Yes,Yes,Non-Furnished,123.88
Pipliyahana,3922,4,4,3,10,Yes,Yes,Yes,Semi-Furnished,249.15
Pardesipura,4061,4,1,2,11,No,Yes,Yes,Semi-Furnished,194.63
Mahalaxmi Nagar,2210,4,2,0,36,No,No,Yes,Semi-Furnished,187.81
Khajrana,2693,3,1,3,23,Yes,No,No,Furnished,101.38
Khandwa Road,3078,4,4,4,27,Yes,Yes,Yes,Furnished,134.62
Khajrana,3340,4,4,3,41,Yes,Yes,Yes,Furnished,107.19
Annapurna Road,1821,3,1,0,12,Yes,Yes,Yes,Semi-Furnished,99.49
Rau,2980,4,2,2,13,No,Yes,Yes,Non-Furnished,181.19
Limbodi,2806,3,4,1,9,No,Yes,Yes,Semi-Furnished,128.89
Khajrana,3200,4,2,3,35,Yes,Yes,Yes,Non-Furnished,100.2
Navlakha,4383,4,4,2,22,Yes,Yes,Yes,Furnished,237.19
Mahalaxmi Nagar,2624,4,0,4,1,No,Yes,Yes,Semi-Furnished,270.86
Bengali Square,4754,5,2,4,5,No,No,No,Semi-Furnished,452.54
Tilak Nagar,4623,4,1,4,35,Yes,No,No,Furnished,237.11
Scheme No. 54,1612,3,0,0,16,No,No,No,Semi-Furnished,186.61
Rau-Pithampur Road,2892,3,2,4,3,Yes,No,No,Non-Furnished,121.14
Mahu Naka,2325,3,1,0,35,Yes,No,No,Non-Furnished,99.6
Mahalaxmi Nagar,3963,5,3,4,36,No,No,No,Semi-Furnished,327.89
Vijay Nagar,3820,5,1,4,26,No,Yes,No,Unfurnished,362.5
Navlakha,4801,4,2,4,45,No,No,No,Non-Furnished,177.48
Vaishali Nagar,4387,4,2,3,5,Yes,Yes,Yes,Semi-Furnished,308.87
Ring Road,3242,4,3,3,33,Yes,No,No,Semi-Furnished,152.37
Navlakha,3594,4,1,2,33,Yes,Yes,Yes,Semi-Furnished,166.33
Mahu Naka,1319,2,1,1,1,Yes,No,No,Furnished,76.1
Annapurna Road,4217,4,4,0,9,Yes,No,No,Semi-Furnished,232.11
CAT Road,3866,4,1,1,21,Yes,Yes,Yes,Furnished,175.8
Scheme No. 94,2092,3,4,3,16,No,Yes,Yes,Furnished,115.84
Chandan Nagar,1495,2,3,1,35,Yes,No,No,Semi-Furnished,46.81
Mahu Naka,2776,3,3,2,28,Yes,No,No,Semi-Furnished,132.11
Navlakha,3724,4,1,4,37,No,Yes,Yes,Furnished,170.05
Bengali Square,3439,4,2,1,24,No,Yes,Yes,Non-Furnished,271.92
Tilak Nagar,3308,4,3,1,31,No,No,No,Semi-Furnished,172.25
CAT Road,4331,4,1,4,20,No,No,No,Non-Furnished,174.31
Pipliyahana,782,1,2,4,17,No,No,No,Furnished,45.85
Lokmanya Nagar,741,1,2,3,11,Yes,No,No,Semi-Furnished,36.95
Ujjain Road,1080,2,2,4,23,Yes,Yes,Yes,Non-Furnished,36.68
Palasia,1318,2,4,0,23,Yes,Yes,Yes,Furnished,96.6
CAT Road,3718,4,1,1,27,No,No,No,Non-Furnished,140.4
Mahalaxmi Nagar,671,1,2,4,31,Yes,No,Yes,Furnished,56.85
Vaishali Nagar,2489,3,2,1,20,Yes,No,No,Non-Furnished,145.53
Silicon City,3735,4,1,1,21,No,Yes,Yes,Furnished,130.25
Rau,3120,4,3,2,4,No,No,Yes,Non-Furnished,179.85
Rau,4214,5,2,1,4,Yes,No,Yes,Furnished,302.98
Scheme No. 94,4227,4,4,4,43,No,No,No,Non-Furnished,158.06
Limbodi,3092,4,2,4,26,No,Yes,Yes,Non-Furnished,114.13
Mahalaxmi Nagar,1527,3,1,2,8,No,No,Yes,Semi-Furnished,134.4
Scheme No. 140,995,2,3,0,3,Yes,Yes,Yes,Furnished,71.9
Ring Road,3930,4,1,2,2,Yes,Yes,Yes,Non-Furnished,228.66
AB Road,4624,4,3,0,9,Yes,No,No,Non-Furnished,292.12
Scheme No. 140,1289,2,3,1,1,No,No,No,Semi-Furnished,85.5
Rau,4501,5,2,0,6,Yes,Yes,Yes,Furnished,256.36
Bhawarkuan,2675,3,4,0,10,Yes,Yes,Yes,Non-Furnished,140.69
Mahu Naka,4733,4,2,3,9,No,No,No,Semi-Furnished,248.78
Ujjain Road,4875,4,3,2,22,No,No,No,Non-Furnished,158.73
Scheme No. 54,3646,5,0,1,12,Yes,Yes,Yes,Furnished,378.06
Mahu Naka,4364,4,2,4,31,No,No,No,Semi-Furnished,200.18
Pipliyahana,2898,3,4,1,26,No,Yes,Yes,Non-Furnished,153.63
Indore Bypass,4118,4,3,4,23,Yes,No,No,Semi-Furnished,205.46
Lokmanya Nagar,2154,3,1,2,27,Yes,Yes,Yes,Non-Furnished,93.25
Rau,692,1,3,4,37,Yes,No,No,Semi-Furnished,31.95
Rajendra Nagar,2707,3,4,3,19,No,No,No,Semi-Furnished,114.32
Khandwa Road,2989,3,2,4,36,Yes,Yes,Yes,Non-Furnished,108.5
Tilak Nagar,2538,3,1,3,44,Yes,Yes,Yes,Furnished,123.45
Limbodi,4065,4,2,2,9,Yes,Yes,Yes,Furnished,191.94
AB Road,4582,4,3,2,24,No,No,No,Non-Furnished,252.11
Ujjain Road,506,1,2,3,1,No,No,No,Semi-Furnished,21.02
Limbodi,1775,3,3,2,23,No,No,No,Semi-Furnished,69.11
Nipania,4691,5,4,3,10,No,No,No,Semi-Furnished,425.1
Pardesipura,3718,4,3,4,41,No,Yes,Yes,Non-Furnished,127.55
Dhar Road,2856,3,2,2,13,No,Yes,Yes,Furnished,117.88
Dhar Road,743,1,3,1,28,No,Yes,Yes,Furnished,26.44
Scheme No. 54,4984,5,3,4,31,Yes,Yes,Yes,Semi-Furnished,543.38
LIG Colony,2288,3,1,1,40,No,Yes,Yes,Semi-Furnished,113.12
Palasia,1783,3,3,3,45,No,Yes,Yes,Non-Furnished,94.53
MR-10,917,2,1,3,6,No,No,No,Non-Furnished,55.17
Tilak Nagar,847,2,1,4,5,No,Yes,Yes,Furnished,56.81
LIG Colony,2010,3,3,2,10,No,No,No,Non-Furnished,109.22
Silicon City,985,2,4,4,3,No,No,No,Furnished,40.92
Navlakha,1896,3,2,2,31,No,No,No,Furnished,88.18
Sudama Nagar,3822,4,4,1,39,No,No,No,Non-Furnished,130.42
Saket Nagar,3274,4,4,3,21,Yes,Yes,Yes,Semi-Furnished,182.33
Scheme No. 140,4458,4,3,1,4,No,No,No,Semi-Furnished,289.46
Vaishali Nagar,4779,4,2,0,1,No,Yes,Yes,Non-Furnished,326.18
MR-10,3081,4,3,4,45,Yes,No,No,Furnished,152.83
Scheme No. 54,3616,5,2,2,34,No,No,Yes,Semi-Furnished,410.52
Annapurna Road,1632,3,4,2,19,No,No,No,Furnished,84.81
Indore Bypass,2502,3,4,1,35,Yes,No,No,Semi-Furnished,114.81
Ujjain Road,4502,4,3,4,18,No,No,No,Furnished,167.21
Palasia,565,1,3,1,6,Yes,No,No,Furnished,47.14
Bhawarkuan,4977,4,3,0,22,Yes,Yes,Yes,Furnished,252.05
Nipania,725,2,3,3,1,No,No,Yes,Furnished,60.37
Scheme No. 54,3283,4,3,2,15,No,No,Yes,Semi-Furnished,384.65
Scheme No. 140,3946,4,4,1,24,Yes,Yes,Yes,Furnished,238.13
Khajrana,4175,4,3,1,43,No,Yes,Yes,Furnished,128.61
LIG Colony,3000,4,1,3,31,Yes,Yes,Yes,Semi-Furnished,157.93
Sudama Nagar,2929,3,1,0,33,Yes,Yes,Yes,Furnished,118.38
Bengali Square,2240,4,1,4,30,Yes,No,Yes,Semi-Furnished,194.68
Bhawarkuan,4861,4,4,2,29,Yes,No,No,Semi-Furnished,215.32
Vaishali Nagar,4439,4,4,2,30,No,Yes,Yes,Non-Furnished,249.78
Rajendra Nagar,1566,3,2,0,32,No,No,No,Non-Furnished,54.53
